MS SubClass,Lot Frontage,Lot Area,Condition 1,Condition 2,House Style,Overall Qual,Roof Style,Mas Vnr Type,Mas Vnr Area,Exter Cond,Exter Cond,Bsmt Exposure,Bsmt Exposure,BsmtFin SF 2,Heating,Heating QC,Heating QC,Low Qual Fin SF,Full Bath,Full Bath,Bedroom AbvGr,Kitchen AbvGr,Functional,Garage Cars,Enclosed Porch,Screen Porch,Misc Val,Yr Sold,Sale Condition,SalePrice
120,40.0,3874,Norm,Norm,1Story,8,Gable,None,0.0,TA,TA,Gd,Gd,0.0,GasA,TA,TA,0,1,1,1,1,Typ,2.0,0,0,0,2006,Normal,190000
20,76.0,12887,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,Mn,Mn,590.0,GasA,TA,TA,0,1,1,2,1,Typ,2.0,0,0,0,2010,Normal,149900
20,130.0,11457,Norm,Norm,1Story,6,Gable,None,0.0,TA,TA,Mn,Mn,0.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,169,0,0,2009,Normal,175000
20,,11000,Norm,Norm,1Story,5,Gable,BrkFace,200.0,TA,TA,Mn,Mn,230.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,0,0,0,2009,Normal,154000
50,50.0,6000,Norm,Norm,1.5Fin,5,Gable,None,0.0,Ex,Ex,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2009,Normal,129500
60,90.0,11060,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Normal,229000
60,,15038,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,173000
20,76.0,9139,Norm,Norm,1Story,8,Hip,Stone,206.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,245000
30,60.0,5400,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,1.0,112,0,0,2006,Abnorml,108480
20,80.0,11622,Feedr,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,144.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,120,0,2010,Normal,105000
60,,8963,Norm,Norm,2Story,8,Hip,BrkFace,289.0,Gd,Gd,No,No,80.0,GasA,Ex,Ex,0,3,3,4,1,Typ,2.0,0,0,0,2008,Normal,299800
50,60.0,5520,Norm,Norm,1.5Fin,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,4,1,Typ,1.0,0,0,0,2006,Normal,111500
20,105.0,11751,Norm,Norm,1Story,6,Hip,BrkFace,480.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2010,Normal,190000
20,72.0,10152,Norm,Norm,1Story,5,Hip,BrkFace,120.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,192,0,2007,Normal,135000
60,70.0,8400,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Normal,195800
90,67.0,8777,Feedr,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,4,2,Typ,0.0,0,0,0,2008,Normal,145900
20,64.0,7488,Norm,Norm,1Story,7,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2006,Abnorml,183600
160,21.0,1533,Norm,Norm,2Story,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2006,Abnorml,87550
20,92.0,9215,Norm,Norm,1Story,7,Hip,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2010,Partial,204500
70,51.0,6120,Norm,Norm,2Story,5,Gable,None,0.0,TA,TA,Mn,Mn,0.0,GasA,Ex,Ex,0,1,1,4,1,Typ,1.0,150,0,0,2007,Normal,137500
70,,6449,Norm,Norm,2Story,4,Gambrel,None,0.0,TA,TA,No,No,0.0,GasW,TA,TA,0,1,1,4,1,Typ,0.0,239,0,0,2010,Abnorml,93369
20,128.0,12160,Feedr,Norm,1Story,6,Hip,BrkFace,90.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,2.0,0,0,0,2009,Normal,149500
120,65.0,5950,Norm,Norm,1Story,8,Gable,None,0.0,TA,TA,Gd,Gd,0.0,GasA,Gd,Gd,0,2,2,2,1,Typ,2.0,154,0,0,2008,Normal,188500
120,61.0,8035,Norm,Norm,1Story,9,Gable,BrkFace,165.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2007,Normal,319900
20,77.0,10010,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,Av,Av,123.0,GasA,Gd,Gd,0,1,1,2,1,Typ,2.0,0,0,0,2006,Normal,170000
20,65.0,6860,Norm,Norm,1Story,5,Gable,BrkCmn,54.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,0,0,2007,Normal,131000
45,64.0,6390,Feedr,Norm,1.5Unf,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2008,Normal,112500
20,63.0,7875,Norm,Norm,1Story,7,Gable,BrkFace,38.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,176000
75,60.0,10800,Norm,Norm,2.5Unf,7,Gable,None,0.0,TA,TA,Mn,Mn,0.0,GasW,Fa,Fa,0,1,1,2,1,Typ,2.0,0,0,0,2006,Normal,163000
60,63.0,7875,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,178750
120,45.0,6264,Norm,Norm,1Story,8,Gable,None,0.0,TA,TA,Mn,Mn,0.0,GasA,Ex,Ex,0,1,1,1,1,Min1,2.0,0,0,0,2008,Normal,247900
60,59.0,16023,Norm,Norm,2Story,9,Hip,BrkFace,600.0,Ex,Ex,Gd,Gd,0.0,GasA,Ex,Ex,0,3,3,3,1,Typ,3.0,0,0,0,2006,Partial,457347
60,75.0,9000,Norm,Norm,2Story,8,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,210000
20,80.0,9600,PosN,Norm,1Story,8,Hip,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,4,1,Typ,2.0,0,0,0,2009,Normal,278000
60,99.0,12099,Norm,Norm,2Story,8,Gable,BrkFace,388.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,3.0,0,0,0,2007,Normal,354000
50,50.0,6000,Norm,Norm,1.5Fin,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,48,0,0,2010,Normal,139900
60,62.0,8244,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,183500
160,21.0,1680,Norm,Norm,2Story,6,Gable,BrkFace,425.0,TA,TA,No,No,294.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2009,Normal,97000
20,80.0,11305,Norm,Norm,1Story,8,Hip,BrkFace,886.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,3.0,0,0,0,2007,Normal,282000
20,74.0,9990,Norm,Norm,1Story,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,228500
20,,8398,Norm,Norm,1Story,5,Gable,BrkFace,323.0,Gd,Gd,No,No,529.0,GasA,TA,TA,0,1,1,2,1,Typ,2.0,0,0,0,2007,Normal,134500
20,61.0,7943,Feedr,Norm,1Story,4,Gable,BrkCmn,192.0,Fa,Fa,Mn,Mn,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,1.0,39,0,0,2007,Normal,118500
60,54.0,9783,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2006,Normal,202000
80,88.0,15400,Norm,Norm,SLvl,5,Hip,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,259,2,2,4,1,Typ,1.0,0,0,0,2009,Normal,165000
160,24.0,2544,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,42.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2010,Normal,149500
190,60.0,10320,Norm,Norm,2Story,3,Gable,None,0.0,Fa,Fa,No,No,0.0,GasA,Ex,Ex,0,2,2,3,2,Typ,0.0,204,0,0,2008,Normal,82375
20,80.0,10400,Norm,Norm,1Story,7,Gable,BrkFace,102.0,TA,TA,Av,Av,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2006,Normal,241500
20,52.0,51974,PosN,Norm,1Story,9,Hip,BrkFace,710.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,3.0,0,322,0,2007,Partial,591587
60,110.0,14257,PosN,Norm,2Story,9,Hip,Stone,726.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,3,3,4,1,Typ,3.0,0,0,0,2009,Normal,462000
60,41.0,12460,RRAn,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,2.0,0,0,0,2008,Normal,225000
120,89.0,8232,Norm,Norm,1Story,9,Hip,BrkFace,714.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,3.0,0,0,0,2008,Partial,370967
20,68.0,9017,Norm,Norm,1Story,7,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,192000
120,37.0,3316,Norm,Norm,1Story,8,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,1,1,Typ,2.0,0,0,0,2006,Normal,197000
20,80.0,10721,Norm,Norm,1Story,6,Hip,Stone,243.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,0,0,0,2008,Normal,142000
120,61.0,7380,Norm,Norm,1Story,8,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2009,Normal,240000
50,55.0,7642,Norm,Norm,1.5Fin,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,1.0,0,0,0,2007,Normal,189950
60,74.0,13830,Norm,Norm,2Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2010,Normal,189900
70,54.0,7609,Norm,Norm,2Story,8,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,1.0,41,0,0,2008,Normal,231000
20,85.0,10200,Norm,Norm,1Story,8,Gable,BrkFace,180.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,195,0,2009,Normal,293200
20,83.0,9849,Norm,Norm,1Story,7,Hip,Stone,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,3.0,0,0,0,2007,Partial,248328
85,64.0,12102,Norm,Norm,SFoyer,5,Gable,BrkFace,222.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,0,0,0,2008,Family,165000
60,65.0,8450,Norm,Norm,2Story,7,Gable,BrkFace,196.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,208500
120,30.0,4420,Norm,Norm,1Story,8,Gable,None,0.0,TA,TA,Gd,Gd,0.0,GasA,TA,TA,0,1,1,1,1,Typ,2.0,0,0,0,2010,Normal,155000
50,63.0,4761,Norm,Norm,1.5Unf,3,Gable,None,0.0,Fa,Fa,No,No,0.0,GasA,Fa,Fa,0,1,1,2,1,Typ,0.0,105,0,0,2006,Normal,64500
20,95.0,15865,Norm,Norm,1Story,8,Flat,None,0.0,Gd,Gd,Gd,Gd,823.0,GasA,Ex,Ex,0,2,2,4,1,Typ,2.0,0,224,0,2007,Normal,268000
60,74.0,9056,Norm,Norm,2Story,8,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Normal,178000
20,75.0,9937,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,290.0,GasA,Gd,Gd,0,1,1,3,1,Typ,1.0,0,0,0,2008,Normal,147500
60,70.0,8400,Norm,Norm,2Story,6,Gable,BrkFace,130.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,0,204,0,2010,Normal,171000
60,51.0,8029,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,176000
50,51.0,6120,Norm,Norm,1.5Fin,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,54,120,0,2009,Normal,133000
20,64.0,6762,Norm,Norm,1Story,7,Gable,Stone,24.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2010,Normal,206000
20,73.0,11927,Norm,Norm,1Story,8,Hip,BrkFace,519.0,TA,TA,Gd,Gd,465.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,228000
30,50.0,6000,Norm,Norm,1Story,5,Gable,None,0.0,Fa,Fa,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,2.0,48,0,0,2008,Normal,119000
120,44.0,3843,Norm,Norm,1Story,8,Hip,Stone,186.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2008,Partial,294464
190,60.0,10320,Artery,Norm,2Story,6,Gable,None,0.0,Gd,Gd,No,No,262.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,288,0,0,2009,Normal,116000
60,,9303,Norm,Norm,2Story,6,Hip,BrkFace,42.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,204000
50,60.0,7200,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,1.0,190,0,0,2006,Normal,125500
160,21.0,1680,Norm,Norm,2Story,6,Gable,BrkFace,504.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2010,Normal,96000
20,70.0,8400,Feedr,Norm,1Story,5,Hip,BrkFace,168.0,TA,TA,Av,Av,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,1.0,0,0,0,2006,Normal,138500
20,60.0,9000,Norm,Norm,1Story,4,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,2.0,0,0,0,2009,Normal,130000
60,74.0,7632,Norm,Norm,2Story,7,Gable,BrkFace,96.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Normal,184900
60,80.0,9600,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,4,1,Typ,2.0,0,0,0,2010,Normal,171000
75,65.0,8850,Norm,Norm,2.5Unf,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,330,0,0,2006,Normal,144000
50,45.0,8248,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasW,Gd,Gd,0,1,1,3,1,Typ,1.0,96,0,0,2006,Normal,116000
30,50.0,5330,Norm,Norm,1Story,4,Hip,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,0.0,0,0,0,2009,Normal,82500
60,57.0,10021,Norm,Norm,2Story,6,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,175000
50,40.0,4400,Norm,Norm,1.5Fin,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,2.0,0,0,0,2006,Normal,116000
20,,8638,RRAe,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,2,1,Typ,2.0,0,0,0,2006,Normal,133500
70,61.0,7259,Norm,Norm,2Story,6,Gambrel,None,0.0,TA,TA,No,No,150.0,GasA,Ex,Ex,0,2,2,3,1,Typ,1.0,0,0,0,2007,Normal,259500
180,21.0,1470,Norm,Norm,SFoyer,4,Gable,None,0.0,TA,TA,Av,Av,0.0,GasA,TA,TA,0,1,1,1,1,Typ,0.0,0,0,0,2006,Normal,73000
90,63.0,8668,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,4,2,Typ,3.0,0,0,0,2007,Normal,126000
60,59.0,9042,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,Gd,Gd,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,192000
70,53.0,10918,Norm,Norm,2Story,7,Gambrel,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,1.0,0,145,0,2009,Normal,234000
20,60.0,8172,Norm,Norm,1Story,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,196,0,0,2007,Normal,125000
20,75.0,11625,Norm,Norm,1Story,5,Hip,BrkFace,172.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2009,Abnorml,113500
60,118.0,13654,Norm,Norm,2Story,9,Gable,BrkFace,365.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,3.0,0,0,0,2007,Normal,418000
20,78.0,9360,Norm,Norm,1Story,6,Hip,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,0,0,2010,Normal,197500
20,75.0,9742,Norm,Norm,1Story,8,Hip,BrkFace,281.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Normal,230000
80,80.0,9200,Norm,Norm,SLvl,6,Gable,BrkFace,98.0,TA,TA,Gd,Gd,0.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,161000
20,47.0,16321,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,Gd,Gd,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2006,Normal,207500
30,56.0,4130,Norm,Norm,1Story,3,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,2,1,Maj2,0.0,0,0,0,2008,Normal,52000
20,104.0,11361,Norm,Norm,1Story,6,Gable,BrkFace,160.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,0,189,0,2008,Abnorml,180000
60,61.0,11339,PosA,Norm,2Story,7,Hip,BrkFace,549.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,4,1,Typ,2.0,0,0,0,2007,Normal,192000
160,24.0,2280,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,0,0,0,2010,Normal,149900
60,174.0,15138,Norm,Norm,2Story,8,Gable,BrkFace,506.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,4,1,Typ,3.0,202,0,0,2009,Normal,403000
60,75.0,9317,Norm,Norm,2Story,7,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,220000
120,51.0,3635,Norm,Norm,1Story,7,Hip,BrkFace,130.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,1,1,Typ,3.0,0,0,0,2009,Normal,175900
60,72.0,8640,Feedr,Norm,2Story,5,Gable,BrkFace,300.0,TA,TA,Mn,Mn,483.0,GasA,Ex,Ex,0,1,1,4,1,Typ,2.0,0,270,455,2006,Normal,155000
60,149.0,12589,Norm,Norm,2Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2009,Normal,174000
50,51.0,6120,Norm,Norm,1.5Fin,5,Gable,None,0.0,Fa,Fa,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,0,0,2009,Normal,141500
20,,9500,Norm,Norm,1Story,6,Gable,BrkFace,247.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,2.0,0,185,0,2009,Normal,159000
20,66.0,12400,Feedr,Norm,1Story,6,Hip,BrkFace,176.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,234,0,2009,Normal,155000
50,60.0,7008,Norm,Norm,1.5Fin,4,Gable,None,0.0,Gd,Gd,No,No,0.0,GasA,Ex,Ex,0,1,1,1,1,Typ,1.0,70,0,0,2006,Normal,86900
30,70.0,4270,Norm,Norm,1Story,3,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,0.0,286,0,0,2007,Normal,79000
20,95.0,11639,Norm,Norm,1Story,7,Gable,,,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Partial,182000
30,56.0,4480,Artery,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,20,0,0,2007,Normal,89500
60,75.0,9073,Norm,Norm,2Story,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2006,Partial,185101
20,60.0,11664,Artery,Norm,1Story,6,Gable,BrkFace,206.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2007,Normal,119200
60,,13517,RRAe,Norm,2Story,6,Gable,BrkFace,289.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2010,Normal,130500
20,80.0,11040,Norm,Norm,1Story,6,Gable,BrkFace,144.0,Gd,Gd,No,No,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2008,Abnorml,145000
50,50.0,6000,Norm,Norm,1.5Fin,4,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2009,Normal,128000
30,60.0,6180,Norm,Norm,1Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2007,Normal,102000
20,60.0,7200,Norm,Norm,1Story,4,Gable,None,0.0,TA,TA,No,No,620.0,GasA,TA,TA,0,1,1,3,1,Typ,2.0,0,0,0,2006,Normal,97500
80,83.0,10184,Norm,Norm,SLvl,6,Gable,BrkFace,379.0,TA,TA,Av,Av,0.0,GasA,TA,TA,0,1,1,3,1,Typ,1.0,0,0,0,2006,Normal,165000
20,,14217,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Gd,Gd,0,1,1,3,1,Typ,2.0,0,0,0,2007,Normal,139500
20,95.0,13651,Norm,Norm,1Story,7,Gable,BrkFace,1115.0,Gd,Gd,Gd,Gd,0.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,0,0,0,2007,Normal,244000
20,76.0,9892,Norm,Norm,1Story,8,Hip,None,0.0,Gd,Gd,Gd,Gd,284.0,GasA,Ex,Ex,0,2,2,3,1,Typ,2.0,222,0,0,2010,Normal,285000
60,80.0,10240,Norm,Norm,2Story,8,Gable,BrkFace,178.0,TA,TA,Mn,Mn,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,3.0,0,0,0,2006,Normal,275500
50,50.0,8635,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,41.0,GasA,TA,TA,0,1,1,2,1,Min1,1.0,0,0,0,2008,Normal,127000
50,60.0,8064,Artery,Norm,1.5Fin,5,Gable,None,0.0,Gd,Gd,Mn,Mn,0.0,GasA,Ex,Ex,0,1,1,3,1,Typ,2.0,0,0,2000,2007,Normal,122900
50,70.0,6960,Norm,Norm,1.5Fin,7,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,1.0,0,126,0,2007,Normal,165250
120,24.0,2280,Norm,Norm,1Story,7,Gable,None,0.0,TA,TA,No,No,622.0,GasA,TA,TA,0,2,2,2,1,Typ,2.0,0,0,0,2009,Normal,123000
60,47.0,53504,Norm,Norm,2Story,8,Hip,BrkFace,603.0,TA,TA,Gd,Gd,0.0,GasA,Ex,Ex,0,3,3,4,1,Mod,3.0,0,210,0,2010,Normal,538000
20,62.0,7130,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,0,0,0,2009,Normal,130000
50,50.0,5000,Norm,Norm,1.5Fin,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,2,2,3,1,Typ,1.0,242,0,0,2010,Normal,127000
30,118.0,21299,Norm,Norm,1Story,7,Hip,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,3,1,Min1,3.0,90,0,0,2006,Abnorml,167000
40,40.0,5400,Norm,Norm,1Story,6,Gable,None,0.0,Gd,Gd,Mn,Mn,0.0,GasA,Gd,Gd,0,2,2,3,1,Typ,1.0,183,0,0,2007,Normal,152000
60,80.0,9364,Norm,Norm,2Story,6,Gable,Stone,143.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,4,1,Typ,1.0,0,0,0,2010,Normal,158000
20,60.0,8089,Norm,Norm,1Story,8,Gable,BrkFace,0.0,TA,TA,Av,Av,0.0,GasA,Ex,Ex,0,2,2,2,1,Typ,2.0,0,0,0,2007,Partial,392000
190,52.0,4330,Norm,Norm,1.5Fin,4,Gable,None,0.0,TA,TA,No,No,127.0,GasA,TA,TA,0,2,2,3,1,Typ,2.0,0,0,0,2007,Abnorml,99500
120,,4426,Norm,Norm,1Story,6,Gable,BrkFace,205.0,TA,TA,Mn,Mn,0.0,GasA,Ex,Ex,0,1,1,1,1,Typ,2.0,0,0,0,2008,Normal,145000
90,76.0,10260,Norm,Norm,2Story,5,Gable,None,0.0,TA,TA,,,0.0,GasA,TA,TA,0,2,2,4,2,Typ,2.0,0,0,0,2008,Abnorml,100000
30,52.0,9022,Norm,Norm,1Story,5,Gable,None,0.0,TA,TA,No,No,0.0,GasA,Ex,Ex,0,1,1,2,1,Typ,1.0,120,0,0,2009,Normal,109500
30,51.0,6120,Artery,Norm,1Story,6,Gable,None,0.0,TA,TA,No,No,0.0,GasA,TA,TA,0,1,1,2,1,Typ,1.0,128,0,0,2010,Normal,109500
